rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
1,doi:10.3390/robotics14120180,Sim2Real Transfer of Imitation Learning of Motion Control for Car-like Mobile Robots Using Digital Twin Testbed,2025,Robotics,https://doi.org/10.3390/robotics14120180,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
2,arxiv:2509.15876v1,High-Bandwidth Tactile-Reactive Control for Grasp Adjustment,2025,arXiv,http://arxiv.org/abs/2509.15876v1,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
3,arxiv:2504.19341v1,PolyTouch: A Robust Multi-Modal Tactile Sensor for Contact-rich Manipulation Using Tactile-Diffusion Policies,2025,arXiv,http://arxiv.org/abs/2504.19341v1,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
4,doi:10.3390/s19224925,Magnetic-based Soft Tactile Sensors with Deformable Continuous Force Transfer Medium for Resolving Contact Locations in Robotic Grasping and Manipulation,2019,Sensors,https://doi.org/10.3390/s19224925,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
5,arxiv:2509.16550v1,TranTac: Leveraging Transient Tactile Signals for Contact-Rich Robotic Manipulation,2025,arXiv,http://arxiv.org/abs/2509.16550v1,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
6,doi:10.1017/s0263574722000625,Generalization in transfer learning: robust control of robot locomotion,2022,Robotica,https://doi.org/10.1017/s0263574722000625,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
7,doi:10.3390/robotics8040091,Control of the Sit-To-Stand Transfer of a Biped Robotic Device for Postural Rehabilitation,2019,Robotics,https://doi.org/10.3390/robotics8040091,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
8,doi:10.3390/s20041050,Grasping Force Control of Multi-Fingered Robotic Hands through Tactile Sensing for Object Stabilization,2020,Sensors,https://doi.org/10.3390/s20041050,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
9,arxiv:2603.17851v1,DexViTac: Collecting Human Visuo-Tactile-Kinematic Demonstrations for Contact-Rich Dexterous Manipulation,2026,arXiv,http://arxiv.org/abs/2603.17851v1,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
10,arxiv:2509.14688v1,exUMI: Extensible Robot Teaching System with Action-aware Task-agnostic Tactile Representation,2025,arXiv,http://arxiv.org/abs/2509.14688v1,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
11,doi:10.1002/asjc.3768,Hybrid FOPID and DL on EMG signals for gait phases classification to rehabilitation robot control: A comparative study,2026,Asian Journal of Control,https://doi.org/10.1002/asjc.3768,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
12,arxiv:2509.19047v1,ManipForce: Force-Guided Policy Learning with Frequency-Aware Representation for Contact-Rich Manipulation,2025,arXiv,http://arxiv.org/abs/2509.19047v1,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
13,doi:10.1177/0142331215583327,Identification of a vertical hopping robot model via harmonic transfer functions,2016,Transactions of the Institute of Measurement and Control,https://doi.org/10.1177/0142331215583327,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
14,doi:10.56028/aetr.15.1.1423.2025,RT-2: Vision-Language-Action Models for Generalizable Robotic Control: A Comprehensive Review,2025,Advances in Engineering Technology Research,https://doi.org/10.56028/aetr.15.1.1423.2025,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
15,doi:10.1109/lra.2021.3084880,Zero-Shot Sim-to-Real Transfer of Tactile Control Policies for Aggressive Swing-Up Manipulation,2021,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2021.3084880,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
16,doi:10.1109/icra46639.2022.9811957,Real-Time Multi-Contact Model Predictive Control via ADMM,2022,2022 International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra46639.2022.9811957,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
17,arxiv:2103.00410v2,Sim-to-Real Transfer for Robotic Manipulation with Tactile Sensory,2021,arXiv,http://arxiv.org/abs/2103.00410v2,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
18,doi:10.1109/lra.2023.3329764,Self-Supervised Regression of sEMG Signals Combining Non-Negative Matrix Factorization With Deep Neural Networks for Robot Hand Multiple Grasping Motion Control,2023,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2023.3329764,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
19,arxiv:2410.20542v2,PaPaGei: Open Foundation Models for Optical Physiological Signals,2024,arXiv,http://arxiv.org/abs/2410.20542v2,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
20,arxiv:2603.19201v2,OmniVTA: Visuo-Tactile World Modeling for Contact-Rich Robotic Manipulation,2026,arXiv,http://arxiv.org/abs/2603.19201v2,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
21,doi:10.1109/tro.2024.3351554,Fast Contact-Implicit Model Predictive Control,2024,IEEE Transactions on Robotics,https://doi.org/10.1109/tro.2024.3351554,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
22,doi:10.1115/dscc2016-9813,Parameter-Varying Loop-Shaping for Delayed Air-Fuel Ratio Control in Lean-Burn SI Engines,2016,"Volume 1: Advances in Control Design Methods, Nonlinear and Optimal Control, Robotics, and Wind Energy Systems; Aerospace Applications; Assistive and Rehabilitation Robotics; Assistive Robotics; Battery and Oil and Gas Systems; Bioengineering Applications; Biomedical and Neural Systems Modeling, Diagnostics and Healthcare; Control and Monitoring of Vibratory Systems; Diagnostics and Detection; Energy Harvesting; Estimation and Identification; Fuel Cells/Energy Storage; Intelligent Transportation",https://doi.org/10.1115/dscc2016-9813,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
23,doi:10.1002/rcs.2325,SuP‐Ring: A pneumatic tactile display with substitutional representation of contact force components using normal indentation,2021,The International Journal of Medical Robotics and Computer Assisted Surgery,https://doi.org/10.1002/rcs.2325,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
24,doi:10.1109/tro.2020.3046415,Representation-Free Model Predictive Control for Dynamic Motions in Quadrupeds,2021,IEEE Transactions on Robotics,https://doi.org/10.1109/tro.2020.3046415,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
25,doi:10.1109/tcyb.2020.2999556,Efficient Representation and Approximation of Model Predictive Control Laws via Deep Learning,2020,IEEE Transactions on Cybernetics,https://doi.org/10.1109/tcyb.2020.2999556,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
26,doi:10.52783/jisem.v10i50s.10219,Self-Supervised Learning for Generalizable AI: Bridging the Gap Between Pretraining and Real-World Deployment,2025,Journal of Information Systems Engineering and Management,https://doi.org/10.52783/jisem.v10i50s.10219,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
27,arxiv:2403.16046v1,Digital control of negative imaginary systems: a discrete-time hybrid integrator-gain system approach,2024,arXiv,http://arxiv.org/abs/2403.16046v1,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
28,doi:10.1109/icra55743.2025.11127605,Reduced-Order Model Guided Contact-Implicit Model Predictive Control for Humanoid Locomotion,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra55743.2025.11127605,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
29,doi:10.1109/robot.1996.509203,A full tactile sensing suite for dextrous robot hands and use in contact force control,2002,,https://doi.org/10.1109/robot.1996.509203,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
30,arxiv:2604.23609v1,Tube Diffusion Policy: Reactive Visual-Tactile Policy Learning for Contact-rich Manipulation,2026,arXiv,http://arxiv.org/abs/2604.23609v1,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
31,doi:10.1109/icra48891.2023.10161158,Simultaneous Tactile Estimation and Control of Extrinsic Contact,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra48891.2023.10161158,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
32,doi:10.3390/pr11010197,Deep Transfer Learning for Approximate Model Predictive Control,2023,Processes,https://doi.org/10.3390/pr11010197,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.1109/robot.1989.100211,Human/robot interaction via the transfer of power and information signals. I. Dynamics and control analysis,2003,,https://doi.org/10.1109/robot.1989.100211,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
34,doi:10.48550/arxiv.2307.15818,RT-2: Vision-Language-Action Models Transfer Web Knowledge to Robotic Control,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2307.15818,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
35,arxiv:2310.15828v1,Negative Imaginary Control Using Hybrid Integrator-Gain Systems: Application to MEMS Nanopositioner,2023,arXiv,http://arxiv.org/abs/2310.15828v1,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
36,arxiv:2405.07237v1,Soft Contact Simulation and Manipulation Learning of Deformable Objects with Vision-based Tactile Sensor,2024,arXiv,http://arxiv.org/abs/2405.07237v1,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
37,doi:10.3390/robotics15010022,Vision-Guided Grasp Planning for Prosthetic Hands with AABB-Based Object Representation,2026,Robotics,https://doi.org/10.3390/robotics15010022,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
38,doi:10.1109/lra.2024.3475052,Whole-Body Multi-Contact Motion Control for Humanoid Robots Based on Distributed Tactile Sensors,2024,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2024.3475052,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
39,arxiv:2210.03836v1,Learning the Dynamics of Compliant Tool-Environment Interaction for Visuo-Tactile Contact Servoing,2022,arXiv,http://arxiv.org/abs/2210.03836v1,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
40,doi:10.1109/icra55743.2025.11128094,Canonical Representation and Force-Based Pretraining of 3D Tactile for Dexterous Visuo-Tactile Policy Learning,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra55743.2025.11128094,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
41,doi:10.1109/lra.2023.3303830,Improving the Representation and Extraction of Contact Information in Vision-Based Tactile Sensors Using Continuous Marker Pattern,2023,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2023.3303830,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
42,doi:10.18196/jrc.v6i6.27506,Survey of Bipedal Robot Control: A Functional Classification by Control Objectives,2025,Journal of Robotics and Control (JRC),https://doi.org/10.18196/jrc.v6i6.27506,Addresses tactile representation learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile pretraining negative transfer keeps action-critical alternatives explicit until a physical observation collapses them.
